,latitude,longitude
2518,39.74,-122.13
2519,39.7,-122.18
2520,39.75,-122.23
2521,39.71,-122.74
2522,39.68,-122.38
2523,39.65,-122.14
2524,39.55,-122.18
2525,39.5,-122.53
2526,39.53,-122.19
2527,39.53,-122.2
2528,39.53,-122.23
2529,39.51,-122.22
2530,39.52,-122.2
2531,39.51,-122.2
2532,39.5,-122.19
2533,39.72,-122.04
2534,39.6,-122.05
2535,39.47,-122.1
2536,39.45,-121.94
2537,39.74,-122.01
2538,40.8,-124.17
2539,40.8,-124.16
2540,40.79,-124.16
2541,40.8,-124.17
2542,40.8,-124.17
2543,40.79,-124.16
2544,40.78,-124.16
2545,40.78,-124.17
2546,40.78,-124.19
2547,40.79,-124.18
2548,40.79,-124.18
2549,40.79,-124.17
2550,40.78,-124.16
2551,40.77,-124.16
2552,40.77,-124.17
2553,40.78,-124.18
2554,40.78,-124.18
2555,40.78,-124.18
2556,40.75,-124.17
2557,40.76,-124.17
2558,40.77,-124.19
2559,40.81,-124.15
2560,40.8,-124.14
2561,40.8,-124.15
2562,40.8,-124.16
2563,40.8,-124.16
2564,40.79,-124.14
2565,40.78,-124.15
2566,40.78,-124.16
2567,40.79,-124.16
2568,40.79,-124.15
2569,40.78,-124.14
2570,40.77,-124.14
2571,40.76,-124.15
2572,40.78,-124.15
2573,40.81,-124.11
2574,40.78,-124.13
2575,40.8,-124.13
2576,40.79,-124.13
2577,40.79,-124.13
2578,40.86,-124.06
2579,40.85,-124.05
2580,40.8,-124.02
2581,40.86,-124.08
2582,40.86,-124.09
2583,40.87,-124.09
2584,40.87,-124.07
2585,40.87,-124.08
2586,40.88,-124.09
2587,40.87,-124.07
2588,40.88,-124.15
2589,40.88,-124.1
2590,40.88,-124.09
2591,40.88,-124.09
2592,40.9,-124.1
2593,40.81,-124.23
2594,40.88,-124.06
2595,40.66,-123.74
2596,40.91,-124.08
2597,41.03,-123.76
2598,41.32,-123.85
2599,41.09,-123.72
2600,41.11,-123.63
2601,41.3,-123.66
2602,41.01,-123.52
2603,41.36,-124.08
2604,41.13,-124.06
2605,41.06,-124.14
2606,41.04,-124.1
2607,40.97,-124.01
2608,40.92,-124.0
2609,40.89,-124.01
2610,40.88,-123.98
2611,40.93,-123.88
2612,41.02,-124.16
2613,40.99,-124.08
2614,40.95,-124.16
2615,40.95,-124.11
2616,40.95,-124.09
2617,40.93,-124.11
2618,40.93,-124.11
2619,40.94,-124.08
2620,40.92,-124.09
2621,40.94,-124.05
2622,40.95,-124.1
2623,40.81,-124.07
2624,40.72,-124.02
2625,40.73,-124.1
2626,40.74,-124.17
2627,40.72,-124.14
2628,40.67,-124.14
2629,40.73,-124.19
2630,40.75,-124.21
2631,40.69,-124.27
2632,40.62,-124.18
2633,40.62,-124.17
2634,40.62,-124.13
2635,40.6,-124.16
2636,40.59,-124.15
2637,40.6,-124.14
2638,40.59,-124.14
2639,40.59,-124.14
2640,40.59,-124.05
2641,40.55,-124.09
2642,40.57,-123.96
2643,40.48,-123.73
2644,40.58,-124.14
2645,40.57,-124.14
2646,40.57,-124.11
2647,40.55,-124.13
2648,40.5,-124.1
2649,40.5,-124.1
2650,40.44,-124.09
2651,40.47,-124.1
2652,40.45,-124.03
2653,40.58,-124.26
2654,40.54,-124.23
2655,40.54,-124.35
2656,40.28,-124.25
2657,40.06,-124.08
2658,40.22,-124.0
2659,40.28,-123.84
2660,40.24,-123.68
2661,40.16,-123.82
2662,40.12,-123.82
2663,40.11,-123.75
2664,40.05,-123.78
2665,33.12,-115.52
2666,33.13,-115.52
2667,33.12,-115.51
2668,33.19,-115.46
2669,33.24,-115.51
2670,33.2,-115.6
2671,33.09,-115.73
2672,33.04,-115.62
2673,33.04,-115.62
2674,33.04,-115.6
2675,32.99,-115.41
2676,32.96,-115.59
2677,32.98,-115.52
2678,32.98,-115.52
2679,32.99,-115.53
2680,32.99,-115.51
2681,32.99,-115.54
2682,32.98,-115.54
2683,32.99,-115.54
2684,32.98,-115.55
2685,32.97,-115.54
2686,32.97,-115.53
2687,32.98,-115.55
2688,32.96,-115.56
2689,32.97,-115.53
2690,32.97,-115.52
2691,32.97,-115.52
2692,32.82,-115.32
2693,32.76,-115.39
2694,32.86,-115.4
2695,32.81,-115.37
2696,32.82,-115.37
2697,32.82,-115.37
2698,32.82,-115.38
2699,32.81,-115.38
2700,32.81,-115.37
2701,32.85,-115.57
2702,32.85,-115.57
2703,32.84,-115.57
2704,32.83,-115.57
2705,32.85,-115.59
2706,32.87,-115.6
2707,32.87,-115.49
2708,32.8,-115.64
2709,32.79,-115.69
2710,32.8,-115.73
2711,32.75,-115.72
2712,32.75,-115.64
2713,32.81,-115.58
2714,32.82,-115.55
2715,32.81,-115.58
2716,32.8,-115.57
2717,32.8,-115.57
2718,32.8,-115.57
2719,32.8,-115.48
2720,32.77,-115.52
2721,32.73,-115.53
2722,32.73,-115.52
2723,32.75,-115.5
2724,32.8,-115.55
2725,32.79,-115.55
2726,32.79,-115.54
2727,32.79,-115.54
2728,32.79,-115.55
2729,32.8,-115.57
2730,32.8,-115.56
2731,32.8,-115.56
2732,32.8,-115.56
2733,32.79,-115.56
2734,32.78,-115.56
2735,32.79,-115.56
2736,32.79,-115.57
2737,32.78,-115.56
2738,32.78,-115.56
2739,32.78,-115.57
2740,32.78,-115.56
2741,32.78,-115.55
2742,32.78,-115.58
2743,32.79,-115.59
2744,32.79,-115.58
2745,32.79,-115.57
2746,32.78,-115.57
2747,32.78,-115.57
2748,32.78,-115.57
2749,32.76,-115.56
2750,32.69,-115.59
2751,32.69,-115.49
2752,32.7,-115.4
2753,32.67,-115.49
2754,32.67,-115.49
2755,32.68,-115.48
2756,32.68,-115.5
2757,32.67,-115.5
2758,32.67,-115.49
2759,32.68,-115.51
2760,32.67,-115.52
2761,33.33,-116.05
2762,33.19,-116.0
2763,32.93,-115.88
2764,32.74,-116.0
2765,32.69,-115.9
2766,33.41,-116.01
2767,33.4,-115.99
2768,33.38,-115.94
2769,33.32,-115.98
2770,33.36,-115.91
2771,33.34,-115.9
2772,33.3,-115.96
2773,33.28,-115.95
2774,33.26,-115.8
2775,33.43,-114.73
2776,33.07,-114.98
2777,33.36,-115.73
2778,33.35,-115.73
2779,32.79,-114.65
2780,32.8,-114.55
2781,32.76,-114.63
2782,32.74,-114.66
2783,37.35,-118.18
2784,37.4,-118.43
2785,37.39,-118.6
2786,37.25,-118.45
2787,37.37,-118.45
2788,37.35,-118.42
2789,37.36,-118.42
2790,37.36,-118.4
2791,37.37,-118.39
2792,37.36,-118.39
2793,37.17,-118.3
2794,36.95,-117.9
2795,36.94,-118.31
2796,36.64,-118.05
2797,36.63,-118.18
2798,36.13,-117.69
2799,36.4,-117.02
2800,36.0,-116.22
2801,35.42,-119.02
2802,35.42,-119.03
2803,35.42,-119.03
2804,35.45,-119.03
2805,35.44,-119.05
2806,35.44,-119.02
2807,35.43,-119.02
2808,35.42,-119.02
2809,35.42,-119.02
2810,35.42,-119.02
2811,35.42,-119.03
2812,35.41,-119.03
2813,35.42,-119.04
2814,35.42,-119.05
2815,35.42,-119.05
2816,35.41,-119.02
2817,35.41,-119.02
2818,35.41,-119.03
2819,35.41,-119.04
2820,35.41,-119.02
2821,35.4,-119.03
2822,35.41,-119.04
2823,35.42,-119.08
2824,35.42,-119.07
2825,35.41,-119.09
2826,35.42,-119.11
2827,35.43,-119.09
2828,35.4,-119.05
2829,35.39,-119.08
2830,35.4,-119.01
2831,35.39,-119.01
2832,35.38,-119.01
2833,35.39,-119.02
2834,35.4,-118.99
2835,35.4,-118.99
2836,35.4,-119.0
2837,35.39,-119.0
2838,35.39,-119.0
2839,35.41,-118.97
2840,35.4,-118.97
2841,35.4,-118.98
2842,35.4,-118.98
2843,35.4,-118.98
2844,35.41,-118.98
2845,35.4,-118.96
2846,35.41,-118.96
2847,35.4,-118.95
2848,35.4,-118.96
2849,35.39,-118.96
2850,35.38,-118.96
2851,35.38,-118.95
2852,35.38,-118.96
2853,35.38,-118.94
2854,35.38,-118.95
2855,35.38,-118.92
2856,35.41,-118.95
2857,35.4,-118.94
2858,35.39,-118.94
2859,35.39,-118.94
2860,35.41,-118.9
2861,35.41,-118.94
2862,35.4,-118.91
2863,35.37,-118.87
2864,35.37,-118.91
2865,35.34,-118.88
2866,35.37,-118.92
2867,35.37,-118.93
2868,35.37,-118.94
2869,35.37,-118.94
2870,35.37,-118.95
2871,35.37,-118.94
2872,35.37,-118.95
2873,35.37,-118.96
2874,35.37,-118.96
2875,35.39,-118.97
2876,35.38,-118.97
2877,35.38,-118.98
2878,35.38,-118.97
2879,35.37,-118.97
2880,35.38,-118.97
2881,35.38,-118.99
2882,35.38,-118.99
2883,35.39,-118.98
2884,35.38,-118.98
2885,35.38,-118.98
2886,35.38,-118.98
2887,35.39,-118.99
2888,35.39,-118.99
2889,35.39,-118.99
2890,35.39,-118.98
2891,35.39,-118.98
2892,35.37,-119.0
2893,35.37,-118.99
2894,35.37,-118.99
2895,35.37,-118.98
2896,35.37,-118.97
2897,35.38,-119.01
2898,35.38,-119.01
2899,35.37,-119.01
2900,35.37,-119.01
2901,35.38,-119.02
2902,35.38,-119.02
2903,35.39,-119.02
2904,35.37,-119.01
2905,35.38,-119.03
2906,35.38,-119.03
2907,35.37,-119.03
2908,35.37,-119.04
2909,35.39,-119.03
2910,35.36,-119.04
2911,35.36,-119.05
2912,35.36,-119.05
2913,35.36,-119.07
2914,35.36,-119.08
2915,35.36,-119.06
2916,35.37,-119.03
2917,35.36,-119.03
2918,35.36,-119.04
2919,35.37,-119.04
2920,35.37,-119.02
2921,35.36,-119.02
2922,35.36,-119.02
2923,35.36,-119.03
2924,35.37,-119.01
2925,35.36,-119.01
2926,35.36,-119.01
2927,35.36,-119.01
2928,35.37,-119.01
2929,35.36,-119.0
2930,35.36,-119.0
2931,35.35,-119.0
2932,35.36,-119.0
2933,35.37,-118.98
2934,35.36,-118.98
2935,35.36,-118.98
2936,35.36,-118.99
2937,35.36,-118.99
2938,35.36,-118.94
2939,35.36,-118.95
2940,35.37,-118.96
2941,35.36,-118.96
2942,35.37,-118.97
2943,35.36,-118.97
2944,35.32,-118.95
2945,35.35,-118.98
2946,35.35,-118.99
2947,35.33,-118.99
2948,35.32,-118.99
2949,35.35,-119.0
2950,35.35,-118.99
2951,35.35,-119.01
2952,35.34,-119.01
2953,35.35,-119.02
2954,35.35,-119.01
2955,35.35,-119.02
2956,35.34,-119.02
2957,35.34,-119.03
2958,35.35,-119.03
2959,35.35,-119.04
2960,35.35,-119.04
2961,35.35,-119.06
2962,35.34,-119.05
2963,35.33,-119.05
2964,35.34,-119.05
2965,35.35,-119.07
2966,35.34,-119.07
2967,35.33,-119.12
2968,35.35,-119.1
2969,35.34,-119.08
2970,35.35,-119.08
2971,35.35,-119.09
2972,35.34,-119.08
2973,35.34,-119.08
2974,35.33,-119.1
2975,35.32,-119.08
2976,35.33,-119.09
2977,35.32,-119.06
2978,35.33,-119.07
2979,35.33,-119.06
2980,35.34,-119.02
2981,35.33,-119.02
2982,35.33,-119.03
2983,35.34,-119.03
2984,35.34,-119.01
2985,35.33,-119.01
2986,35.33,-119.0
2987,35.33,-119.01
2988,35.33,-119.02
2989,35.34,-119.02
2990,35.32,-118.99
2991,35.3,-118.99
2992,35.31,-119.0
2993,35.3,-119.09
2994,35.32,-119.04
2995,35.32,-119.05
2996,35.31,-119.04
2997,35.32,-119.03
2998,35.32,-119.02
2999,35.3,-119.05
3000,35.3,-119.03
3001,35.3,-119.02
3002,35.32,-119.01
3003,35.31,-119.01
3004,35.3,-119.01
3005,35.27,-119.07
3006,35.22,-119.13
3007,35.24,-119.01
3008,35.28,-119.01
3009,35.24,-118.99
3010,35.27,-118.99
3011,34.82,-118.93
3012,34.83,-118.95
3013,34.81,-118.95
3014,34.83,-119.15
3015,34.95,-119.16
3016,34.82,-118.93
3017,35.06,-119.4
3018,35.07,-119.45
3019,35.19,-119.42
3020,35.27,-119.5
3021,35.17,-119.48
3022,35.16,-119.45
3023,35.17,-119.46
3024,35.14,-119.46
3025,35.14,-119.47
3026,35.15,-119.45
3027,35.13,-119.45
3028,35.13,-119.46
3029,35.13,-119.47
3030,35.4,-119.47
3031,35.4,-119.42
3032,35.41,-119.12
3033,35.39,-119.11
3034,35.39,-119.12
3035,35.41,-119.19
3036,35.37,-119.2
3037,35.38,-119.12
3038,35.38,-119.11
3039,35.37,-119.12
3040,35.5,-119.18
3041,35.52,-119.28
3042,35.49,-119.27
3043,35.5,-119.26
3044,35.5,-119.27
3045,35.51,-119.27
3046,35.5,-119.28
3047,35.5,-119.28
3048,35.5,-119.27
3049,35.49,-119.38
3050,35.6,-119.34
3051,35.55,-119.36
3052,35.58,-119.35
3053,35.59,-119.34
3054,35.6,-119.34
3055,35.6,-119.33
3056,35.59,-119.35
3057,35.59,-119.33
3058,35.62,-119.69
3059,35.65,-119.77
3060,35.76,-119.14
3061,35.76,-119.29
3062,35.64,-119.19
3063,35.68,-119.24
3064,35.68,-119.22
3065,35.67,-119.24
3066,35.78,-119.25
3067,35.77,-119.25
3068,35.76,-119.25
3069,35.75,-119.25
3070,35.79,-119.25
3071,35.78,-119.25
3072,35.78,-119.23
3073,35.79,-119.23
3074,35.77,-119.24
3075,35.77,-119.23
3076,35.74,-119.23
3077,35.77,-119.23
3078,35.47,-118.92
3079,35.44,-119.01
3080,35.44,-118.93
3081,35.74,-118.31
3082,35.68,-118.06
3083,35.75,-118.44
3084,35.72,-118.47
3085,35.7,-118.5
3086,35.72,-118.59
3087,35.65,-118.87
3088,35.48,-118.23
3089,35.64,-118.33
3090,35.63,-118.41
3091,35.62,-118.45
3092,35.64,-118.47
3093,35.61,-118.48
3094,35.58,-118.45
3095,35.47,-118.61
3096,35.73,-117.73
3097,35.63,-117.66
3098,35.65,-117.67
3099,35.65,-117.68
3100,35.65,-117.69
3101,35.64,-117.7
3102,35.64,-117.68
3103,35.64,-117.67
3104,35.63,-117.67
3105,35.63,-117.68
3106,35.63,-117.69
3107,35.62,-117.7
3108,35.61,-117.68
3109,35.6,-117.68
3110,35.6,-117.7
3111,35.62,-117.68
3112,35.61,-117.64
3113,35.62,-117.66
3114,35.61,-117.66
3115,35.6,-117.66
3116,35.63,-117.76
3117,35.55,-117.68
3118,35.65,-117.81
3119,35.73,-117.87
3120,35.54,-117.84
3121,35.65,-117.74
3122,35.35,-117.84
3123,35.05,-118.0
3124,35.03,-117.82
3125,35.22,-117.76
3126,35.21,-117.79
3127,35.12,-118.01
3128,35.13,-117.98
3129,35.13,-117.95
3130,35.08,-117.95
3131,35.1,-117.98
3132,35.16,-117.99
3133,34.92,-118.27
3134,34.86,-118.34
3135,35.03,-117.68
3136,34.99,-117.68
3137,35.0,-117.65
3138,34.86,-118.15
3139,34.87,-118.17
3140,34.87,-118.19
3141,34.86,-118.17
3142,35.06,-118.15
3143,35.05,-118.16
3144,35.05,-118.19
3145,35.04,-118.15
3146,35.16,-118.51
3147,35.2,-118.66
3148,35.27,-118.34
3149,35.14,-118.48
3150,35.08,-118.61
3151,34.99,-118.61
3152,35.13,-118.46
3153,35.12,-118.46
3154,35.12,-118.43
3155,35.13,-118.44
3156,35.13,-118.44
3157,35.3,-118.91
3158,35.26,-118.95
3159,35.27,-118.83
3160,35.13,-118.92
3161,35.23,-118.85
3162,35.23,-118.82
3163,35.2,-118.83
3164,35.2,-118.82
3165,35.2,-118.85
3166,35.27,-118.91
3167,35.26,-118.9
3168,35.26,-118.92
3169,35.24,-118.91
3170,36.41,-119.69
3171,36.44,-119.57
3172,36.37,-119.55
3173,36.38,-119.69
3174,36.37,-119.78
3175,36.37,-119.83
3176,36.34,-119.87
3177,36.32,-119.93
3178,36.32,-119.79
3179,36.32,-119.77
3180,36.31,-119.78
3181,36.31,-119.77
3182,36.31,-119.79
3183,36.3,-119.77
3184,36.3,-119.78
3185,36.3,-119.79
3186,36.29,-119.79
3187,36.32,-119.82
3188,36.33,-119.78
3189,36.27,-119.78
3190,36.29,-119.8
3191,36.28,-119.81
3192,36.34,-119.72
3193,36.32,-119.72
3194,36.32,-119.7
3195,36.31,-119.73
3196,36.3,-119.7
3197,36.35,-119.67
3198,36.37,-119.65
3199,36.35,-119.65
3200,36.35,-119.65
3201,36.35,-119.66
3202,36.36,-119.64
3203,36.35,-119.64
3204,36.35,-119.63
3205,36.35,-119.62
3206,36.35,-119.64
3207,36.34,-119.63
3208,36.33,-119.63
3209,36.33,-119.61
3210,36.32,-119.63
3211,36.34,-119.66
3212,36.34,-119.65
3213,36.34,-119.65
3214,36.34,-119.64
3215,36.33,-119.64
3216,36.33,-119.65
3217,36.33,-119.65
3218,36.32,-119.68
3219,36.33,-119.67
3220,36.33,-119.66
3221,36.33,-119.66
3222,36.32,-119.66
3223,36.32,-119.68
3224,36.31,-119.68
3225,36.3,-119.66
3226,36.32,-119.65
3227,36.32,-119.64
3228,36.3,-119.65
3229,36.31,-119.64
3230,36.31,-119.61
3231,36.27,-119.57
3232,36.25,-119.69
3233,36.18,-119.63
3234,36.11,-119.59
3235,36.09,-119.57
3236,36.1,-119.58
3237,36.1,-119.56
3238,36.1,-119.56
3239,36.09,-119.56
3240,36.09,-119.56
3241,36.08,-119.56
3242,36.11,-119.58
3243,36.1,-119.57
3244,36.1,-119.57
3245,36.1,-119.57
3246,36.15,-119.74
3247,36.2,-119.9
3248,36.19,-119.82
3249,36.09,-119.99
3250,35.99,-119.96
3251,36.02,-119.8
3252,36.04,-120.14
3253,36.01,-120.12
3254,36.0,-120.14
3255,35.99,-120.12
3256,35.87,-120.13
3257,35.91,-120.0
3258,39.42,-122.89
3259,39.23,-122.9
3260,39.18,-122.91
3261,39.17,-122.91
3262,39.17,-122.9
3263,39.14,-122.88
3264,39.12,-123.07
3265,39.13,-122.95
3266,39.11,-122.89
3267,39.09,-122.9
3268,39.08,-122.92
3269,39.1,-122.94
3270,39.02,-122.99
3271,39.07,-122.91
3272,39.06,-122.91
3273,39.05,-122.92
3274,39.05,-122.91
3275,39.05,-122.92
3276,39.05,-122.91
3277,39.03,-122.91
3278,39.14,-122.7
3279,39.13,-122.87
3280,39.08,-122.86
3281,39.09,-122.83
3282,39.09,-122.79
3283,39.08,-122.8
3284,39.08,-122.79
3285,39.05,-122.78
3286,39.09,-122.53
3287,39.04,-122.69
3288,39.04,-122.73
3289,39.02,-122.69
3290,39.03,-122.66
3291,39.02,-122.66
3292,39.0,-122.7
3293,38.99,-122.7
3294,38.99,-122.65
3295,38.99,-122.52
3296,38.98,-122.68
3297,38.97,-122.65
3298,38.96,-122.63
3299,38.95,-122.62
3300,38.94,-122.62
3301,38.93,-122.61
3302,38.93,-122.6
3303,38.96,-122.62
3304,38.96,-122.63
3305,38.96,-122.65
3306,38.96,-122.64
3307,38.95,-122.64
3308,38.95,-122.63
3309,38.94,-122.63
3310,38.94,-122.63
3311,38.94,-122.62
3312,38.97,-122.7
3313,39.01,-122.75
3314,39.02,-122.79
3315,38.97,-122.78
3316,38.94,-122.69
3317,38.91,-122.71
3318,39.05,-122.86
3319,39.0,-122.85
3320,38.99,-122.83
3321,38.98,-122.83
3322,38.98,-122.84
3323,38.97,-122.92
3324,38.93,-122.89
3325,38.96,-122.83
3326,38.92,-122.77
3327,38.89,-122.83
3328,38.88,-122.72
3329,38.83,-122.74
3330,38.9,-122.48
3331,38.92,-122.59
3332,38.9,-122.6
3333,38.92,-122.62
3334,38.92,-122.65
3335,38.87,-122.64
3336,38.82,-122.5
3337,38.76,-122.51
3338,38.81,-122.55
3339,38.78,-122.59
3340,38.81,-122.66
3341,38.76,-122.68
3342,38.73,-122.62
3343,38.71,-122.64
3344,38.7,-122.52
3345,41.07,-121.11
3346,41.12,-120.96
3347,40.85,-121.07
3348,40.98,-120.38
3349,40.63,-120.35
3350,40.65,-120.77
3351,40.51,-121.02
3352,40.28,-120.96
3353,40.35,-121.03
3354,40.5,-120.67
3355,40.43,-120.57
3356,40.42,-120.66
3357,40.42,-120.65
3358,40.41,-120.66
3359,40.41,-120.64
3360,40.36,-120.71
3361,40.37,-120.58
3362,40.38,-120.42
3363,40.45,-120.36
3364,40.41,-120.51
3365,40.29,-120.54
3366,40.31,-120.49
3367,40.17,-120.37
3368,40.26,-120.2
3369,39.92,-120.09
3370,34.27,-118.27
3371,34.26,-118.28
3372,34.26,-118.29
3373,34.26,-118.3
3374,34.26,-118.3
3375,34.25,-118.28
3376,34.25,-118.28
3377,34.25,-118.29
3378,34.25,-118.29
3379,34.25,-118.27
3380,34.25,-118.27
3381,34.24,-118.27
3382,34.25,-118.27
3383,34.25,-118.27
3384,34.24,-118.28
3385,34.24,-118.28
3386,34.25,-118.3
3387,34.24,-118.33
3388,34.22,-118.35
3389,34.22,-118.35
3390,34.21,-118.35
3391,34.21,-118.35
3392,34.28,-118.31
3393,34.27,-118.31
3394,34.26,-118.3
3395,34.26,-118.3
3396,34.26,-118.31
3397,34.26,-118.31
3398,34.26,-118.31
3399,34.26,-118.32
3400,34.28,-118.35
3401,34.27,-118.33
3402,34.27,-118.35
3403,34.26,-118.34
3404,34.25,-118.35
3405,34.26,-118.36
3406,34.26,-118.3
3407,34.25,-118.3
3408,34.26,-118.31
3409,34.26,-118.31
3410,34.26,-118.32
3411,34.28,-118.39
3412,34.28,-118.38
3413,34.28,-118.4
3414,34.27,-118.38
3415,34.29,-118.41
3416,34.29,-118.41
3417,34.28,-118.42
3418,34.28,-118.41
3419,34.28,-118.4
3420,34.28,-118.42
3421,34.28,-118.42
3422,34.27,-118.42
3423,34.27,-118.42
3424,34.27,-118.42
3425,34.28,-118.43
3426,34.27,-118.43
3427,34.27,-118.43
3428,34.27,-118.42
3429,34.26,-118.43
3430,34.26,-118.43
3431,34.27,-118.44
3432,34.26,-118.43
3433,34.25,-118.42
3434,34.25,-118.43
3435,34.26,-118.42
3436,34.26,-118.41
3437,34.26,-118.42
3438,34.26,-118.42
3439,34.27,-118.41
3440,34.27,-118.42
3441,34.26,-118.4
3442,34.25,-118.4
3443,34.25,-118.41
3444,34.25,-118.41
3445,34.25,-118.41
3446,34.25,-118.41
3447,34.24,-118.42
3448,34.25,-118.42
3449,34.32,-118.43
3450,34.33,-118.43
3451,34.32,-118.44
3452,34.31,-118.42
3453,34.3,-118.42
3454,34.32,-118.41
3455,34.3,-118.41
3456,34.32,-118.42
3457,34.31,-118.44
3458,34.31,-118.44
3459,34.3,-118.44
3460,34.31,-118.45
3461,34.32,-118.45
3462,34.32,-118.46
3463,34.31,-118.45
3464,34.3,-118.46
3465,34.31,-118.46
3466,34.32,-118.47
3467,34.33,-118.48
3468,34.31,-118.48
3469,34.3,-118.47
3470,34.29,-118.46
3471,34.29,-118.47
3472,34.29,-118.49
3473,34.28,-118.49
3474,34.28,-118.49
3475,34.31,-118.49
3476,34.32,-118.52
3477,34.3,-118.51
3478,34.28,-118.51
3479,34.29,-118.51
3480,34.29,-118.52
3481,34.3,-118.52
3482,34.3,-118.45
3483,34.3,-118.45
3484,34.28,-118.54
3485,34.28,-118.55
3486,34.28,-118.54
3487,34.3,-118.54
3488,34.29,-118.57
3489,34.28,-118.45
3490,34.28,-118.46
3491,34.27,-118.47
3492,34.28,-118.48
3493,34.28,-118.48
3494,34.27,-118.47
3495,34.27,-118.47
3496,34.27,-118.48
3497,34.27,-118.48
3498,34.27,-118.45
3499,34.27,-118.45
3500,34.27,-118.46
3501,34.27,-118.46
3502,34.27,-118.44
3503,34.27,-118.44
3504,34.26,-118.45
3505,34.25,-118.45
3506,34.26,-118.45
3507,34.26,-118.46
3508,34.26,-118.46
3509,34.25,-118.46
3510,34.25,-118.46
3511,34.26,-118.47
3512,34.26,-118.47
3513,34.26,-118.48
3514,34.26,-118.49
3515,34.25,-118.47
3516,34.25,-118.48
3517,34.25,-118.48
3518,34.25,-118.48
3519,34.25,-118.49
3520,34.27,-118.49
3521,34.27,-118.49
3522,34.27,-118.5
3523,34.28,-118.51
3524,34.28,-118.52
3525,34.27,-118.51
3526,34.27,-118.51
3527,34.27,-118.52
3528,34.27,-118.53
3529,34.26,-118.53
3530,34.26,-118.54
3531,34.27,-118.54
3532,34.27,-118.53
3533,34.26,-118.54
3534,34.26,-118.55
3535,34.27,-118.55
3536,34.26,-118.5
3537,34.26,-118.52
3538,34.26,-118.51
3539,34.25,-118.52
3540,34.26,-118.49
3541,34.25,-118.49
3542,34.27,-118.57
3543,34.26,-118.59
3544,34.24,-118.61
3545,34.24,-118.63
3546,34.26,-118.62
3547,34.26,-118.6
3548,34.25,-118.61
3549,34.22,-118.63
3550,34.22,-118.64
3551,34.23,-118.66
3552,34.23,-118.61
3553,34.22,-118.61
3554,34.23,-118.6
3555,34.23,-118.59
3556,34.25,-118.56
3557,34.24,-118.56
3558,34.25,-118.57
3559,34.24,-118.58
3560,34.25,-118.59
3561,34.25,-118.57
3562,34.25,-118.58
3563,34.23,-118.56
3564,34.23,-118.56
3565,34.23,-118.57
3566,34.23,-118.58
3567,34.23,-118.59
3568,34.23,-118.58
3569,34.22,-118.58
3570,34.22,-118.59
3571,34.25,-118.51
3572,34.24,-118.51
3573,34.23,-118.51
3574,34.24,-118.52
3575,34.23,-118.52
3576,34.25,-118.53
3577,34.24,-118.54
3578,34.24,-118.53
3579,34.23,-118.54
3580,34.23,-118.53
3581,34.25,-118.54
3582,34.24,-118.55
3583,34.23,-118.55
3584,34.23,-118.51
3585,34.22,-118.52
3586,34.23,-118.53
3587,34.22,-118.54
3588,34.23,-118.54
3589,34.25,-118.45
3590,34.24,-118.46
3591,34.25,-118.47
3592,34.24,-118.47
3593,34.24,-118.48
3594,34.25,-118.49
3595,34.24,-118.49
3596,34.24,-118.49
3597,34.25,-118.5
3598,34.25,-118.5
3599,34.24,-118.5
3600,34.23,-118.5
3601,34.23,-118.49
3602,34.22,-118.49
3603,34.23,-118.47
3604,34.23,-118.48
3605,34.23,-118.48
3606,34.23,-118.48
3607,34.23,-118.46
3608,34.23,-118.46
3609,34.25,-118.43
3610,34.24,-118.42
3611,34.24,-118.43
3612,34.24,-118.42
3613,34.23,-118.41
3614,34.24,-118.41
3615,34.26,-118.44
3616,34.26,-118.44
3617,34.25,-118.43
3618,34.26,-118.44
3619,34.25,-118.44
3620,34.25,-118.45
3621,34.24,-118.45
3622,34.23,-118.45
3623,34.24,-118.45
3624,34.25,-118.44
3625,34.24,-118.43
3626,34.24,-118.43
3627,34.24,-118.44
3628,34.24,-118.44
3629,34.23,-118.42
3630,34.22,-118.42
3631,34.23,-118.43
3632,34.24,-118.43
3633,34.23,-118.42
3634,34.23,-118.43
3635,34.23,-118.43
3636,34.24,-118.43
3637,34.23,-118.44
3638,34.22,-118.43
3639,34.22,-118.44
3640,34.22,-118.44
3641,34.23,-118.44
3642,34.22,-118.46
3643,34.22,-118.46
3644,34.22,-118.46
3645,34.22,-118.45
3646,34.23,-118.45
3647,34.22,-118.45
3648,34.23,-118.46
3649,34.22,-118.44
3650,34.21,-118.44
3651,34.21,-118.44
3652,34.22,-118.44
3653,34.22,-118.43
3654,34.21,-118.43
3655,34.22,-118.43
3656,34.22,-118.4
3657,34.21,-118.4
3658,34.21,-118.41
3659,34.21,-118.4
3660,34.22,-118.4
3661,34.23,-118.4
3662,34.25,-118.38
3663,34.24,-118.37
3664,34.23,-118.37
3665,34.22,-118.37
3666,34.24,-118.38
3667,34.24,-118.4
3668,34.23,-118.39
3669,34.23,-118.39
3670,34.23,-118.4
3671,34.21,-118.41
3672,34.21,-118.41
3673,34.22,-118.39
3674,34.22,-118.39
3675,34.21,-118.39
3676,34.21,-118.39
3677,34.22,-118.38
3678,34.21,-118.38
3679,34.21,-118.38
3680,34.22,-118.42
3681,34.21,-118.42
3682,34.2,-118.42
